0,Tennis Clinic,9.25,11.25,1
1,Tennis Clinic,9.25,11.25,1
1,Munchkin Tennis,11.25,12.0,1
1,Tennis,14.0,16.5,1
2,Hunes Tennis,10.0,11.0,1
2,Tennis,14.0,16.5,1
3,Wimbledon Wednesday,13.5,17.0,1
4,Tennis,9.25,11.25,1
