0,Dinner,18.0,20.0,3
0,Dinner,17.25,20.0,11
0,DinnerHead,17.25,20.0,1
1,Dinner,17.25,20.0,11
1,Dinner,18.0,20.0,3
1,DinnerHead,17.25,20.0,1
2,Dinner,17.25,20.0,11
2,DinnerHead,17.25,20.0,1
2,Dinner,18.0,20.0,3
3,DinnerHead,17.25,20.0,1
3,Dinner,17.25,20.0,11
3,Dinner,18.0,20.0,3
4,Dinner,17.25,20.0,11
4,Dinner,18.0,20.0,3
4,DinnerHead,17.25,20.0,1
5,Dinner,17.25,20.0,8
5,Dinner,17.5,19.0,8
5,DinnerHead,17.25,20.0,1
6,Dinner,18.0,20.0,3
6,DinnerHead,17.25,20.0,1
6,Dinner,17.25,20.0,11
